author,title,description,url,source,category,published_at,sentiment
tiffany bailey,"general hospital spoilers for next week: willow seeks out nina, carly sees brennan, and more","general hospital spoilers for next weeks episodes of the hit abc soap tease that things are about to come to a head. we are halfway through sweeps month, which means some of the storylines will find a conclusion. the pikeman storyline has been going on for months. with anna in the know, she",https://www.monstersandcritics.com/tv/soaps/general-hospital-spoilers-for-next-week-willow-seeks-out-nina-carly-sees-brennan-and-more/,Monstersandcritics,general,2024-07-12,positive
unknown,"dominion energy south carolina, south carolina office of regulatory staff, intervenors file comprehensive settlement of general electric rate case for approval by public service commission of south carolina","compared to rates at time of original request in march and offset by fuel cost reduction and other factors, settlement's rate request would represent net 1% increase for residential customer's electric ratesignificant proposed customer benefits include bill credit, additional energy efficiency funds no change to dominion energy's existing...",https://www.marketscreener.com/quote/stock/DOMINION-ENERGY-INC-12255/news/Dominion-Energy-South-Carolina-South-Carolina-Office-of-Regulatory-Staff-Intervenors-File-Comprehe-47374519/?utm_medium=RSS&utm_content=20240712,4-Traders,general,2024-07-12,positive
branson brooks,dhs using generative ai to train officers,"an artificial intelligence pilot launched by the department of homeland securitys u.s. citizenship and immigration services is using generative ai totrain officers to facilitate screenings with individuals seeking refugee status, nexgov said thursday. interviews typically run for about three hours, with new officer training requiring tenured workers to play the part of refugees in simulated interviews. michael boyce, director of the dhs ai corps, said these mock interviews will replicate real-life conversations they are likely to have with refugee seekers. “generative ai...",https://executivegov.com/2024/07/dhs-using-generative-ai-to-train-officers/,Executivegov,general,2024-07-12,negative
argonne national laboratory,smart diagnostics: how argonne could use generative ai to empower nuclear plant operators,"in a new conference paper, argonne engineers test advanced ai to see if it could help nuclear power plant operators understand and fix problems more easily.",http://www.newswise.com/articles/view/814006/?sc=rsla,Newswise,general,2024-07-12,positive
newswise expert queries,"i'm working on a - emily mullin, wired",i'm working on a story about the next-generation of anti-obesity medications-both,http://www.newswise.com/articles/view/813726/?sc=rsla,Newswise,general,2024-07-12,neutral
ap news,pelosi and democratic leaders try to guide their party through biden uproar,"the uproar over president joe biden's ability to win reelection is leaving democrats at a standstill. they are odds over whether to stick with biden or press on with trying to persuade him to end his reelection bid. former house speaker nancy pelosi and rep. jim clyburn, a veteran leader of the congressional black caucus, are playing oversized roles. they are generational allies of the president but also trusted voices who can bring frank concerns to biden. that is giving space to the current congressional leadership - house leader hakeem jeffries and senate majority leader chuck schumer...",https://www.mymotherlode.com/news/national/general-election/3390931/pelosi-and-democratic-leaders-try-to-guide-their-party-through-biden-uproar.html,Mymotherlode,general,2024-07-12,positive
ap news,houston hospitals report spike in heat-related illness during widespread storm power outages,"medical officials in houston say widespread power outages caused by hurricane beryl have flooded area hospitals with patients seeking treatment for heat-related illnesses and carbon monoxide poisoning due to using home generators improperly. the houston office of emergency management said friday that more than 320 patients suffered from heat-related illnesses, about triple the norm at this time of year. more than 120 cases of carbon monoxide poisoning from improper generator were also reported. beryl initially knocked out power to about 2.7 million homes and businesses when it came ashore...",https://www.mymotherlode.com/news/national/3390915/houston-hospitals-report-spike-in-heat-related-illness-during-widespread-storm-power-outages.html,Mymotherlode,general,2024-07-12,positive
unknown,nu : notice of annual general meeting of shareholders form 6 k,"nu holdings ltd. notice of annual general meeting of shareholders to be held on august 13, 2024 notice is hereby given that an annual general meeting of nu holdings ltd. will be held on august 13, 2024 at 10:00 a.m. brasilia time . the agm will be held at the offices of the company, located...",https://www.marketscreener.com/quote/stock/NU-HOLDINGS-LTD-130481391/news/NU-NOTICE-OF-ANNUAL-GENERAL-MEETING-OF-SHAREHOLDERS-Form-6-K-47374377/?utm_medium=RSS&utm_content=20240712,4-Traders,general,2024-07-12,positive
page six video,apple airpods are proof big things come in small packages,we all know the fear of dropping your favorite pair of airpods. apple’s taking notice - because the price of the pocket-size product also keeps dropping. that’s why now is the best time to shop airpods 2nd generation on amazon prime day.,https://pagesix.com/video/apple-airpods-are-proof-big-things-come-in-small-packages/,Post,general,2024-07-12,positive
new york post video,apple airpods are proof big things come in small packages,we all know the fear of dropping your favorite pair of airpods. apple’s taking notice - because the price of the pocket-size product also keeps dropping. that’s why now is the best time to shop airpods 2nd generation on amazon prime day.,https://nypost.com/video/apple-airpods-are-proof-big-things-come-in-small-packages/,Post,general,2024-07-12,positive
unknown,chamisa's lawyer reports general sanyatwe to chigumba,"nelson chamisa's ally advocate thabani mpofu, has written to zimbabwe electoral commission chairperson priscilla chigumba, highlighting remarks made by zimbabwe national army commander lieutenan...",http://bulawayo24.com/news/national/243621,Bulawayo24 News,general,2024-07-12,neutral
shrabana sengupta,"amidst perennial phillies links, mike trout’s playoff record “hurts” brandon marsh who reveals his big ‘wish’","los angeles angels outfielder brandon marsh didn’t mince words when discussing mike trout’s scant 13 playoff at-bats. “it hurts, man, ” he lamented, highlighting the stark contrast between trout’s generational talent and his limited postseason exposure. this sentiment, echoed by fans and pundits alike, underscores the cruel irony of trout’s career. trout, a three-time mvp and the post amidst perennial phillies links, mike trout’s playoff record “hurts” brandon marsh who reveals his big ‘wish’ appeared first on essentiallysports.",https://www.essentiallysports.com/mlb-baseball-news-amidst-perennial-philadelphia-phillies-links-mike-trouts-playoff-record-hurts-brandon-marsh-who-reveals-his-big-wish-los-angeles-angels/,Essentially Sports,general,2024-07-12,negative
ayo yusuf,p&id: fagbemi commends uk court for ordering payment of judgement cost in pounds,"alex enumah in abuja the attorney-general of the federation and minister of justice, prince lateef fagbemi, san, has commended a united kingdom court of appeal for directing payment",https://www.thisdaylive.com/index.php/2024/07/12/pid-fagbemi-commends-uk-court-for-ordering-payment-of-judgement-cost-in-pounds/,Thisdaylive,general,2024-07-12,neutral
unknown,coveo announces completion of substantial issuer bid and renewal of normal course issuer bid and automatic securities purchase plan,"montreal and san francisco, july 12, 2024 prnewswire - coveo solutions inc. , the leading enterprise ai platform that brings ai search and generative ai to every pointof-experience, enabling remarkable personalized digital experiences, announced today that it has taken up and paid for 6, 493, 506 of its subordinate voting shares ...",https://www.marketscreener.com/quote/stock/COVEO-SOLUTIONS-INC-129457863/news/Coveo-Announces-Completion-of-Substantial-Issuer-Bid-and-Renewal-of-Normal-Course-Issuer-Bid-and-Aut-47374251/?utm_medium=RSS&utm_content=20240712,4-Traders,general,2024-07-12,positive
